confidence,id,metadata,source_id,target_id,type
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,ANOM001,has
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,ANOM002,has
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,ANOM003,has
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX001,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX001,DEV001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX002,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX002,C789,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX002,DEV001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX003,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX003,D012,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX003,DEV001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX004,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX004,E345,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX004,DEV002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX005,B456,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX005,E789,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX005,DEV003,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX006,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX006,F012,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX006,DEV002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX007,C789,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX007,G345,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX007,DEV004,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX008,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX008,H678,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX008,DEV005,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX009,I234,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX009,J567,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX009,DEV006,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX010,K890,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX010,L123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX010,DEV007,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX011,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX011,M456,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX011,DEV005,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX012,N789,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX012,O012,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX012,DEV008,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX013,P345,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX013,Q678,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX013,DEV009,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX014,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX014,R901,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX014,DEV010,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX015,S234,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX015,T567,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX015,DEV011,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX016,U890,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX016,V123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX016,DEV012,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX017,W456,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX017,X789,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX017,DEV013,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX018,Y012,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX018,Z345,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX018,DEV014,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX019,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX019,AA789,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX019,DEV015,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX020,BB456,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX020,DEV016,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX021,DD789,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX021,DEV017,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX022,A123,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX022,DEV018,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX023,GG678,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX023,DEV019,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX024,II234,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX024,DEV020,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX025,KK890,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX025,DEV021,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,checking,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,John Smith,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",150000.00,USD,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",150000.00,DEV001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",150000.00,mobile,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",150000.00,iOS 17.1,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",75000.00,USD,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",75000.00,DEV004,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",75000.00,mobile,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",75000.00,Android 13,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",B456,savings,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",B456,Jane Doe,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",45000.00,USD,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",45000.00,DEV005,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",45000.00,checking,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",45000.00,Robert Johnson,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",163000.00,DEV999,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",163000.00,PAT001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",8,DEV999,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",8,PAT001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",1,DEV999,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",1,PAT001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",2000.00,DEV999,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",2000.00,PAT001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",1,D012,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",1,E345,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",1,F012,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",1500.00,D012,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",1500.00,E345,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",1500.00,F012,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,PAT002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",A123,PAT003,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX006,ANOM001,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX008,ANOM002,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX011,ANOM003,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX011,ANOM003,associated_with
0.9,,"{""provider"": ""groq"", ""model"": ""llama-3.1-8b-instant"", ""extraction_method"": ""llm""}",TX011,Account takeover pattern,associated_with
